Gene Name	log2FoldChange	pvalue	padj
MID1.1	-1.579279446	0.184988308	NA
MTMR1	0.606260322	0.184997911	0.327128409
GTPBP2	0.661750766	0.185104031	0.327254744
CWC27.1	0.537494388	0.185111255	0.327254744
PHF20L1.1	-0.889096519	0.185209397	0.327310398
GPR153	-0.578505827	0.185214238	0.327310398
MIR6855	-0.45765805	0.185229736	0.327310398
RPP30	0.327055116	0.185237178	0.327310398
FAAP20.1	0.305816195	0.185247502	0.327310398
GRID1-AS1	2.444685717	0.185248251	NA
BMP3	0.722978891	0.185299604	0.327365428
TMEM213	1.337352474	0.185328015	NA
TTF2	0.509492297	0.18539059	0.327489134
ZCCHC7	0.773884016	0.185555844	0.327743989
SPINK13	1.650294848	0.185571487	NA
HSP90AB1.2	1.175849218	0.185596333	NA
CALHM3	0.573844773	0.185608514	0.327799955
AKAP7.1	-1.420901185	0.18563502	NA
SLC7A14	0.362226939	0.185703183	0.327930073
TTC7B	-1.380840845	0.185728004	NA
MNT	1.669808563	0.185781226	NA
RPS23	1.137115401	0.185799894	NA
C7orf26	0.707323612	0.185860931	0.32815698
SERPINB9P1	-1.324225227	0.185866902	NA
CLIP1-AS1	0.42921736	0.185908774	0.32815698
NRIR	0.917728363	0.185910773	0.32815698
LOC105370802	-0.794481864	0.185915708	0.32815698
GABPB1-IT1	1.550072289	0.185928599	NA
PPP1R16A	-1.091344884	0.186018649	NA
CLDN1	-1.065563712	0.186052417	0.328361181
GCNT1	-0.574466376	0.186108544	0.328423133
SNHG4	1.652046091	0.186116247	NA
TDP1	0.460712192	0.186154279	0.32845399
CARMIL2	0.608058636	0.186168083	0.32845399
PALM3	-0.741225163	0.186217006	0.328503201
KRT17P5	-1.575602131	0.186348042	NA
NPL	2.070644137	0.186363608	NA
FN3KRP	0.688870496	0.186405215	0.328707504
LOC101929698	0.490876816	0.186422872	0.328707504
SQLE-DT	0.799347617	0.186430748	0.328707504
LINC00381	0.74022567	0.186430794	0.328707504
PRIM2	0.582136581	0.186438031	0.328707504
ARL5C	0.964787247	0.186470042	0.32872684
B4GALNT1.1	-1.005673547	0.186614996	0.328929185
ANKRD50	0.780700079	0.186626936	0.328929185
IP6K1.1	-0.884464528	0.186738627	NA
LINC01570	-0.345525374	0.186747052	0.329096156
KCND1	-0.396640333	0.186763807	0.329096156
PNCK.1	-0.755803191	0.186790237	0.329105605
ITFG2	-0.301175486	0.187058747	0.329541524
MIR6736	-0.224586374	0.187116549	0.329580053
TRIP12	0.851785606	0.187122815	0.329580053
LINC02082	-1.223082484	0.187201425	NA
BEND5	-1.04864025	0.187207897	0.329692734
TREH	0.84933309	0.187306308	0.329828863
ODF2L	-0.517569407	0.187341053	0.329852862
FIP1L1	-0.267694817	0.187363027	0.329854373
HERC2P2	1.427640435	0.187391121	NA
SYT11	1.628222422	0.187397937	NA
ATP6AP1L.2	1.199688058	0.187439476	NA
ANKRD40	0.375805292	0.187474774	0.330000165
CDK2AP1.1	0.968863517	0.187488091	0.330000165
FGD1	0.65963484	0.187517115	0.330014066
XPNPEP2	-0.742200702	0.187611137	0.330142342
POLR1A	-1.065373845	0.187638808	0.330153843
THNSL2	1.159563615	0.187690267	NA
MORC3	1.179975598	0.187760197	0.330308226
WASL-DT	0.423334125	0.18776884	0.330308226
PBDC1	0.508713056	0.187875951	0.330459434
GUCY2EP	0.902435762	0.187937156	NA
C11orf16	0.644583827	0.18796914	0.330572551
FRAS1	-1.053522808	0.187982586	0.330572551
BACH1-IT2	0.487080616	0.188005453	0.33057555
PDCD2	0.478331648	0.188153281	0.330798244
SLC25A30-AS1	0.431316753	0.188260759	0.330949956
TRIM5	0.882454493	0.188386925	0.33111915
C1QTNF1	0.256307006	0.188399398	0.33111915
TPH1	-1.319252256	0.188419432	NA
LOC100289230	1.256967841	0.188453208	NA
ZNF148	1.2437231	0.188590479	NA
FAM171B	0.950992241	0.188596489	0.331428254
PLCG2	1.269919858	0.188669973	NA
AADAT	-1.42692869	0.18873935	NA
SGPL1	0.905325612	0.188748235	0.331630428
SBSPON	-1.311602154	0.188772704	0.331630428
YAE1.1	-1.007704036	0.188775224	0.331630428
ZNF620	-0.61934643	0.188807413	0.331649679
HPGD	0.568678129	0.188846768	0.331662512
DSTYK	1.31065289	0.188851482	NA
PYCARD-AS1	0.631804272	0.188857182	0.331662512
ST6GAL2.2	1.079960802	0.188880309	NA
GDF9.1	1.008340454	0.18888578	0.331675446
SEMA4B.1	1.135509439	0.188886832	NA
LPIN1	0.825347199	0.188941832	NA
JPH2	1.680844231	0.188955888	NA
TMEFF2.1	1.212471864	0.189055125	NA
NMNAT3.1	0.66843062	0.189062362	0.331923115
ZNF831	-0.42608497	0.189069322	0.331923115
RNF19A.3	-1.544743542	0.18911059	NA
AKT3.1	-0.796343516	0.18920754	0.332128439
CTNS	0.669233163	0.189393533	0.332417571
ADGRL3-AS1	0.962688476	0.189605794	0.332752736
CCDC74B	-0.688213632	0.189633945	0.332764756
SCAMP2	1.38499113	0.189642996	NA
GP9	1.294943685	0.189644907	NA
PHKB	-0.621934737	0.189690589	0.332826766
TMEM220-AS1	-0.440127922	0.189752353	0.332880352
BCAS1	-0.691559418	0.18976375	0.332880352
LINC01310	0.805748441	0.189848255	NA
SLC35F2	-1.255020155	0.189906587	NA
GOSR1	1.606707838	0.189934066	NA
SDCBP2	1.971365826	0.189943964	NA
TNFRSF17	0.417653185	0.1899537	0.333161672
LOC100420587	0.858354689	0.189987835	0.333161672
PHACTR1.2	-0.807209918	0.190003934	0.333161672
ENTPD4	-0.892623266	0.190013576	0.333161672
PEAR1	0.844312811	0.190033661	0.333161672
TRIT1	0.54338054	0.190052088	0.333161672
DUXAP8	0.973401171	0.190187655	0.333361912
LCMT1-AS1	0.652414297	0.190209	0.33336192
MCHR2	0.82683517	0.19024251	0.333383246
GSTM2.1	-0.801823016	0.190343412	0.333518814
MED25	0.654530087	0.190362572	0.333518814
KLHL3.1	1.71023093	0.190407446	NA
GTF2IRD2B	-0.817206158	0.190437802	0.333574651
TMEM269	0.665610084	0.190453472	0.333574651
NPW	-0.264732067	0.190458505	0.333574651
DHX8	1.035879276	0.190513779	0.333585971
MAMDC4	0.441298777	0.190514572	0.333585971
FKRP	1.118615503	0.190546512	0.333585971
NUMB	-0.718813157	0.190550389	0.333585971
BRMS1	0.402328747	0.19057271	0.333587662
AKT3.2	-1.017896691	0.190583137	NA
LOC102724784	0.535908944	0.190606949	0.333610213
NUP133	0.348685588	0.190638865	0.333628692
PHTF1	1.069640017	0.190695817	NA
MMRN1	-1.279226597	0.190730798	NA
UVSSA	0.241003686	0.190827428	0.333895234
ABCC6P2	-1.083703135	0.190852172	0.333895234
MYL6B	0.472324327	0.190855294	0.333895234
GNAS	-3.844848434	0.190890713	NA
ETNK2	1.691994231	0.190930094	NA
VPS50	-1.17695172	0.190964277	NA
LOC102546229	-0.350938946	0.190970844	0.33405137
DNPEP	-1.560326784	0.19097116	NA
FOXO3B	-2.294989116	0.190987311	0.33405137
BTN3A2	-0.818634707	0.19103428	0.334096113
GBAP1	-0.454468016	0.191098135	0.334170376
CCDC32.1	1.401648639	0.191227971	NA
CFAP44.1	1.312024063	0.191240127	0.334355923
LINC01724	0.516164789	0.191260874	0.334355923
GMIP	0.397997122	0.191273227	0.334355923
ATXN7L2.1	-1.002727746	0.19128402	NA
RAPGEF6	0.556539087	0.191308733	0.334355923
DPH6-DT	0.844969016	0.191311263	0.334355923
NBPF15.1	0.485590608	0.191384197	0.334445972
MTMR11.1	0.94574087	0.19140117	NA
UCP3.1	-0.856264771	0.191446336	0.334491208
SLC45A4.1	-0.71822594	0.191452909	0.334491208
CD81-AS1	1.400110593	0.191557661	NA
YBX3P1	0.478293216	0.191583018	0.334627044
ORC5	-0.336891687	0.191593018	0.334627044
ANGPTL7	1.454973209	0.19159327	NA
YWHAZ.1	0.654437577	0.191594922	0.334627044
NBPF14	1.543501692	0.191720693	NA
PAX6.3	1.326616221	0.191763316	0.334883707
PCSK1N	-0.561703919	0.191879238	0.335008079
ABL1.1	0.608467804	0.191885749	0.335008079
CZIB	0.470849854	0.191913759	0.335008079
TRIM3.1	-0.436536329	0.191920319	0.335008079
ANO3	1.543147993	0.192028075	NA
LOC100128108	0.428869194	0.19207279	0.335213927
XDH	1.656900882	0.192074252	NA
GALNTL6	-1.122915781	0.192108014	0.335213927
FAM215A	-0.985389752	0.192121528	0.335213927
ANKMY2	-1.821370423	0.192124082	0.335213927
BUB3	0.351140598	0.192214872	0.335334881
GPR50	1.04689067	0.192257873	NA
LINC01589	1.280513123	0.192291641	NA
DTD2	1.509721905	0.192355048	NA
SPIN4	-0.726819821	0.192446119	0.335538729
NINJ2.1	-0.810883358	0.192448878	0.335538729
ANP32E	0.596475439	0.192455693	0.335538729
USH2A	-0.545999588	0.192455917	0.335538729
PNPT1	-0.849932723	0.192460035	0.335538729
MIR5006	0.731559126	0.192460599	0.335538729
CASQ2	-0.715425442	0.192500232	0.335570375
TPRKB	1.056168527	0.19256491	NA
BMS1P4-AGAP5.1	0.980640769	0.192570253	NA
LINC01315	0.45973326	0.192670152	0.335829106
CD276	1.059504327	0.192752814	NA
TSKU.1	1.659781403	0.192774897	NA
TNPO3	1.540847313	0.192904913	NA
HMGA2	1.10866692	0.192928463	NA
NDUFA7.1	1.55340413	0.192997718	0.33636253
EXOC3L2	-0.653780412	0.193120389	0.336482
LINC01775	0.473061858	0.193130793	0.336482
ZNF14	0.487196827	0.193130889	0.336482
C1orf21	-0.360969091	0.19317719	0.336525135
DOCK5	1.526750438	0.193245433	NA
HEATR6-DT	1.150315374	0.193347783	NA
SNORD115-20	-1.254091848	0.193381491	NA
CNN3-DT	-0.316333762	0.19341293	0.336898235
ZFX.1	0.697020518	0.193459111	0.336941106
DLGAP1-AS1	1.364546049	0.193473789	NA
C1QTNF6	-1.963631575	0.19353142	NA
JAK2	1.145390051	0.19355661	NA
LMAN1L	-1.2960899	0.19362371	NA
SCUBE1-AS2	1.66726115	0.193700897	NA
TPI1P2	0.712326813	0.193771933	0.337448312
ZNF707.1	0.609977172	0.193902069	0.337620469
RASGRF1	1.042654703	0.193914016	0.337620469
ZFTA	-1.551444451	0.194073784	NA
SOX8	-0.77214268	0.194100651	0.337907753
ADD2	0.707466102	0.194158208	0.337944245
STRN3	-0.604210033	0.19418606	0.337944245
TREM2	0.547182236	0.194197073	0.337944245
HADH	-0.368772038	0.194208149	0.337944245
EBPL	0.460934005	0.194231739	0.337947649
ANKRD7	1.173911871	0.194310399	NA
RRN3	1.818711358	0.194394998	NA
SLC30A3.2	0.552457445	0.194433376	0.338247417
DSE	-0.794877386	0.194450784	0.338247417
DDIAS	-0.294037261	0.194468988	0.338247417
THAP5	-1.184257065	0.194568076	NA
FAF2	1.206692756	0.194623217	0.338477986
AIMP2.1	-0.760434375	0.194661246	0.338506437
ATP6AP1L.3	0.607262077	0.194720049	0.338571003
PPM1F-AS1	-0.713117059	0.194762403	0.338606956
COBL.1	-1.432457031	0.194814174	0.338659272
RPSAP58.3	1.563783886	0.194866228	NA
KAT8	0.463055235	0.194931749	0.338825954
FER1L6	-1.148354356	0.19494917	NA
TBC1D16.1	0.62747953	0.195108247	0.339095008
FHIP2A	0.89529556	0.195154525	0.339121544
CYP26A1.1	-0.648758685	0.195166934	0.339121544
CCDC88C	0.912737923	0.195172042	NA
SLC39A4	-0.255938431	0.195218415	0.339173268
GFM2	0.883821459	0.195275667	0.339235008
ZNF658B	-0.96078836	0.195306902	0.339251541
ARHGAP26	2.220107118	0.19532571	NA
LOC100130370	1.298654124	0.195327204	NA
BCRP3	0.252411723	0.195349643	0.339288056
SPATA13	1.930374287	0.195371243	NA
HHIP	-1.063879618	0.195417677	0.33936025
CRLF1	0.956854332	0.195451434	0.33936025
DLST	0.327811253	0.195456384	0.33936025
PARVA	-1.98537323	0.195563931	NA
LINC01976	1.441651105	0.195624726	0.339614786
LOC100630923	0.755568597	0.1957116	0.339713245
FAM98B	-0.864255504	0.195724935	0.339713245
SNORD142	-0.558932858	0.195773085	0.339759067
ADO	0.719315682	0.19600625	0.340125931
COMMD10.1	0.52825376	0.196037099	0.340141678
EDF1	0.521812262	0.196075885	0.340171191
ID3	0.293659343	0.196139986	0.340244611
ZNF818P	0.785073702	0.196188007	0.340290124
GET1	0.984755423	0.196272847	NA
SETD2	-0.524769054	0.196332262	0.340502527
GOLGA8O	-0.295338724	0.19636247	0.340517111
LRRC59	1.143429124	0.19645977	0.340648026
RSPRY1.1	1.205087445	0.196522749	0.340719407
ZNF521	-0.91432757	0.196545749	NA
MYOM1	-1.065632367	0.196593207	NA
SNORD109A	0.391055594	0.196597423	0.340811047
SMIM24	1.574288942	0.196599056	NA
MVD	1.726954725	0.196651512	NA
SCRN2	1.22260483	0.196667071	0.340893955
GPATCH2L.2	1.075626469	0.19668614	NA
SORBS2	1.063764749	0.196686417	NA
TIMM29	-1.305418776	0.196715588	NA
MTRR	-0.52735104	0.196769087	0.340996467
ZCCHC17	0.436880396	0.196769871	0.340996467
RAPGEFL1	0.699902039	0.196838591	0.341040604
PDPR	-0.420430637	0.196839005	0.341040604
IRAG1	-0.492291191	0.196906152	0.341119109
ZNF622	-0.992550769	0.196953488	0.341163278
ARL3	0.4375033	0.197002787	0.341187864
DHRS12.1	0.498000928	0.197026491	0.341187864
DEFB131B	0.708617016	0.197033207	0.341187864
PROKR1	-0.547860413	0.197116608	0.341294451
RTCB	-1.363010354	0.197128911	NA
MAK.2	-1.3943505	0.197150951	NA
CYYR1-AS1	1.438159128	0.197161616	NA
LOC101927793	-0.576746864	0.197197939	0.34135339
BCL2L13	-1.102886975	0.197210215	NA
NOC2L	0.73242835	0.197227288	0.34135339
SLC25A24	-0.269936298	0.197241743	0.34135339
KLHDC8A	1.435251046	0.197263672	0.34135339
DNAJB6	-0.2906918	0.197285865	0.34135339
NCBP2L	-1.186569088	0.197302229	0.34135339
AMD1	-0.332294159	0.197303614	0.34135339
ANKRD20A11P	0.966208326	0.197307693	NA
UVRAG.1	-0.252733368	0.197411569	0.341492651
PAICS.1	-0.888249563	0.197447323	0.341492651
MAFG-DT	0.918097092	0.197456357	0.341492651
RAB6B	0.364520792	0.197471552	0.341492651
TMEM254	0.649820773	0.197522117	0.341542284
CWC27.2	0.492648227	0.19761316	0.34166189
CCDC51	1.226053362	0.197658103	NA
TNS1-AS1	-1.10427345	0.197660696	0.341706257
WEE1	1.120282619	0.197705013	NA
RNF128	1.119871992	0.197724102	0.341722527
SNRPG.1	0.606408793	0.197731974	0.341722527
GNA13.1	0.324932215	0.197735735	0.341722527
C2orf88	0.443097713	0.197770759	0.341738216
KCNIP1	-2.732973138	0.197788567	0.341738216
KIAA0087	-0.887475378	0.197852053	NA
TBCK.1	1.826429714	0.197854635	NA
CDC42BPG	-0.707967394	0.19786763	0.34183701
DPP9.2	-0.94890406	0.197905073	0.341863888
FARS2	0.916255009	0.1980628	0.342062467
YPEL3-DT	0.782459445	0.198063825	0.342062467
PRKAA1	1.196567042	0.198124193	NA
TAF1.1	-1.173917373	0.19812448	NA
WWP2	-0.255146185	0.198143248	0.342161804
HIF1AN	-0.708442254	0.19826064	0.342309902
DPP8	0.958138289	0.198272838	0.342309902
LOC101928847	-0.401821494	0.198382652	0.342405984
NKD1	0.242354553	0.19839481	0.342405984
LINC00630	-0.811797119	0.1984021	0.342405984
PROX2	-0.472905544	0.198434708	0.342405984
APMAP	-0.641458332	0.198438088	0.342405984
SNHG12.1	0.898451895	0.198468036	0.342419835
RNF38.1	1.38315092	0.198512974	NA
DHRSX	-0.74632718	0.198561536	0.342543319
MADD-AS1	-1.013162814	0.198699214	NA
SEC24A.1	0.67911809	0.198704137	0.342751471
FARSA-AS1	-0.927649191	0.198757804	0.34280619
FUCA2	0.819316147	0.198799778	0.342813129
MAPK6-DT	0.723401674	0.198805719	0.342813129
GOLGA2P5	-1.007165936	0.198819543	NA
RASL11B	1.256751374	0.198836997	NA
B4GAT1	-0.714786449	0.198841969	0.342837793
TRAPPC8	-1.317659389	0.198937051	0.342963875
PSMD5	0.214176239	0.199048938	0.343118898
KCNK15-AS1	1.050783167	0.199175454	0.343299102
SENP3	-0.472181133	0.199271163	0.343394901
PGAP4.1	-0.66270531	0.199275	0.343394901
LSM11	-1.511823199	0.199354121	NA
DUSP4	1.100809065	0.199417543	0.34360263
FZD1	-1.188261365	0.199561747	0.343806906
CENPX	-0.702715268	0.199580118	0.343806906
CBWD6	1.176169465	0.199759543	NA
GRIK5	-0.454420609	0.199867443	0.344263901
LINC02073	0.602664092	0.199918548	0.344313869
QRICH1	0.449577196	0.199949729	0.344313869
CAMKK1	0.24341794	0.199962577	0.344313869
USP54	0.798736264	0.200011571	NA
PHF6	0.28182341	0.200127865	0.344560495
PKHD1	1.326249329	0.200207881	0.344660272
BRIP1	1.510431857	0.200228477	NA
HEATR5A	1.439668005	0.200291298	NA
TMEM177.1	-0.959767801	0.200320461	0.34481608
ZNF337-AS1.1	1.220991346	0.200353888	NA
RASGRF1.1	1.884826665	0.200430393	NA
SART3	0.662536798	0.200432729	0.344971316
WNT4	0.579334961	0.200472188	0.345001217
SMG1P2.1	0.391710462	0.200521242	0.345047622
ESRRA	-1.190067351	0.200552088	NA
PCDH9	-0.787456122	0.200563394	NA
DACH2	1.2724681	0.200564594	NA
FLRT1.1	-0.971364563	0.200564902	0.345084738
SPTBN4.1	0.606729896	0.200662656	0.345214906
LINC02012	-0.772053541	0.200811642	0.345433175
LOC105372068	1.14661637	0.200816103	NA
PACSIN3	1.406319523	0.200833479	NA
NOL7	0.506411427	0.200844942	0.345452416
FLJ42351	1.270269171	0.200867125	NA
KRBA1	0.319865271	0.200878271	0.345471702
CLN5	-1.102549122	0.200929643	NA
ITPRIPL1.1	-0.307894537	0.20094745	0.345552632
SLCO4A1-AS1	-0.405987621	0.201011287	0.345624361
SETD6	0.664958501	0.20105005	0.345652965
TAF5L	0.347284436	0.201151518	0.345727841
AGAP7P	-0.780247196	0.201166321	0.345727841
ANKRD18DP	0.690407829	0.201177583	0.345727841
FBXO33	0.686940127	0.201182131	0.345727841
LINC01902	1.426675263	0.201182683	NA
POLR2B	0.416450832	0.201361375	0.345995757
UNC45A	1.004032159	0.201377866	NA
NKX1-2	0.44714427	0.201382333	0.345995757
ZBTB11-AS1	0.400517316	0.20140981	0.346004909
LIN9	-0.859080708	0.201467706	NA
NDRG2.2	2.085781036	0.201501541	NA
COL25A1.1	-0.395300437	0.201517894	0.34615252
SNORD19B	0.896047428	0.201561562	0.34615803
DBNDD2.1	-0.469637253	0.201565421	0.34615803
POMGNT1	1.913437166	0.201579446	NA
RABL3.1	-0.997824503	0.201672362	0.346303613
BRD9.1	-0.676707367	0.201732025	0.346367988
SLC16A1	1.606961903	0.20184236	NA
GATM	1.036747159	0.201873168	NA
TEX261	0.860660453	0.201920603	0.346653669
LUARIS	0.932564863	0.201995962	0.346744937
RPS5	-0.479454593	0.202123986	0.346926579
SNORA15	0.945188438	0.202243584	NA
GASK1B-AS1	-0.956280729	0.202317038	0.347219781
SCN1A-AS1	2.182509172	0.202333487	NA
ZNF33A.2	0.972472435	0.202405099	NA
C2CD4C	0.331162719	0.202449565	0.347409059
ASPHD2	-1.689819978	0.202478675	NA
RASIP1	0.565453648	0.202644905	0.347706071
EGR1	-1.432215076	0.202659861	NA
PHEX-AS1	0.406519242	0.202691551	0.34771335
WDR17	0.951721274	0.202693667	0.34771335
CARD8.1	0.403258666	0.202765717	0.347798756
SNHG31	-0.683832053	0.202791221	0.347804311
RAB27A.2	-0.683541957	0.202846341	0.347850997
HEXB	-1.895810578	0.202857701	NA
TNFAIP8L2	1.181371479	0.202862284	NA
ZNF584	-0.456220584	0.202862978	0.347850997
MYC	1.079897124	0.202892376	0.347863221
FAM217B	0.4790378	0.202935674	0.347899271
TMEM14A	0.853098081	0.20300562	0.347980993
HCAR2	0.64054534	0.20303162	0.347987375
PWAR1	1.220310715	0.203041981	NA
MIR573	1.057513579	0.203043197	NA
NLGN4X	1.053004687	0.203086767	0.348043707
APOBEC3F	0.325473689	0.203158248	0.348128015
NIBAN2	1.498328034	0.20318534	NA
NOVA1	1.520577469	0.203196216	NA
ZDHHC13	0.296912916	0.203267917	0.348277737
MYT1L.1	-1.226893213	0.203271218	NA
ITM2B	-0.302519094	0.203301209	0.348296577
GSTCD-AS1	0.533906464	0.203340467	0.348319048
TRAF3IP2-AS1.1	0.466484304	0.203358922	0.348319048
ATXN7.3	0.763789615	0.203409282	0.348334108
HHLA1	0.953119238	0.203412312	0.348334108
MANEAL.1	1.887270609	0.20344239	NA
ADAR.1	1.210202623	0.203486384	NA
A4GNT	1.342487296	0.203554077	NA
CBS.2	0.651783703	0.203619445	0.348619751
MAP1S	-0.491520504	0.20362375	0.348619751
SLC6A10P	0.517396854	0.203657612	0.348639514
MTRF1	-0.723647878	0.203728297	0.348722301
MED16	-0.612871205	0.203776104	0.348765917
STT3B	1.575578791	0.203822316	0.348806793
ADAMTSL4-AS1	-0.931614438	0.203859969	NA
NEK8	0.973252467	0.203941916	NA
LOC158435	0.885048053	0.203953633	0.348993285
FEZ1	0.901790203	0.203992367	0.349021333
SURF1	0.636360906	0.204144787	0.349243864
ZNF846.1	0.600726248	0.204175851	0.349258237
LOXL1-AS1	0.650632506	0.204197906	0.349258237
ID2-AS1	-1.318867013	0.20421976	NA
TP53TG5	0.938160625	0.204235696	NA
KCNIP2.1	-0.434607664	0.204238416	0.349259145
ANKRD29	0.551624651	0.204243153	0.349259145
PBRM1.1	1.222421222	0.204285113	NA
MMD	-1.90555579	0.204356616	NA
PWWP2B	-2.360579398	0.204399287	NA
NOP58	0.725184384	0.204417592	0.349519177
NDUFA6	0.409675494	0.204481224	0.349589711
LY6G5C	0.7504057	0.204606098	0.349764922
HERC1	-0.586328433	0.2047182	0.349918263
TFAP2D	-0.276281027	0.204827447	0.350018301
MZT2A	0.61199025	0.204831765	0.350018301
HDHD3	-0.323405487	0.204858008	0.350018301
ZNF185	-0.385540412	0.204866355	0.350018301
NFIX	1.16153521	0.204980414	NA
CCIN	-0.96796251	0.205070615	NA
COL18A1.1	0.452292036	0.205184111	0.35050238
OCEL1	0.372027056	0.205194563	0.35050238
MIR3613	1.267687913	0.205238028	NA
ADRA1A.1	-0.920823199	0.205319289	0.350638814
CDX1	0.404716616	0.205319329	0.350638814
CARHSP1.1	0.869064091	0.205359418	0.350668941
TLCD3A	0.560084757	0.205418298	0.350731144
MTO1.1	1.580826844	0.205442936	NA
LOC101929116	-0.253748352	0.205601968	0.351006377
BAG5.1	1.445247243	0.205663256	NA
ZNF10	0.468417151	0.205676029	0.351094442
CDK2AP1.2	-0.936320793	0.205790623	0.351251674
C1orf216.1	0.605255071	0.205881982	0.351369216
SOX9	-0.704430905	0.205909057	0.351377035
MATK	0.332385395	0.205932803	0.351379172
E2F3.1	0.781782102	0.206024599	0.351497407
PRSS3	1.170761185	0.206039994	NA
FBXW9	0.651951738	0.206053264	0.351501807
CNPPD1	-0.817768945	0.206089334	NA
GUK1.2	-0.451547483	0.206093571	0.351501807
SMG5	-0.938847841	0.206094684	0.351501807
RIT1	1.341745815	0.206148889	NA
LINC01507	-0.707400338	0.206161864	0.351570865
KLHL4	1.28680185	0.206173736	NA
CTSLP2	-0.727709117	0.206202436	0.351570865
SMIM2-IT1	-1.212773694	0.206202753	0.351570865
TMEM144	-2.418569057	0.206225199	0.351570865
CES3	-1.06369196	0.20625387	NA
PTBP2	0.450077985	0.206311408	0.351679453
DNAH17-AS1	0.518916821	0.206346847	0.351701483
DRD4	1.290828701	0.206449254	NA
SATB2.1	1.751148979	0.20651868	NA
GLMP	0.752754166	0.206545961	0.351971669
BTBD1	-0.237783726	0.206550432	0.351971669
PRR15	1.582311534	0.206554203	NA
GRAMD1B	1.246309838	0.206595666	NA
BLACAT1	1.510884223	0.206597206	0.351979296
ENTR1	-0.330554185	0.206613012	0.351979296
KHDRBS2.1	0.907636499	0.206622505	0.351979296
SNRNP200	-0.14736947	0.206670201	0.351992546
TBCC	0.785989187	0.206675349	0.351992546
